          E                       Re Gloc                  Im Gloc
-8.000000000000000000e+00 -1.393818733021380818e-01 0.000000000000000000e+00
-7.983983983983984345e+00 -1.405109952373190252e-01 -3.714860006967221455e-03
-7.967967967967968690e+00 -1.390677142320795312e-01 -4.088567458135936722e-03
-7.951951951951951258e+00 -1.396385365757414621e-01 -4.486955293554171359e-03
-7.935935935935935603e+00 -1.387654646723428253e-01 -3.971824368084054223e-03
-7.919919919919919948e+00 -1.393796538906902360e-01 -4.743661229253157835e-03
-7.903903903903904293e+00 -1.393370201034199451e-01 -4.208715557157764395e-03
-7.887887887887888638e+00 -1.409145752438010213e-01 -3.872366241134048842e-03
-7.871871871871871207e+00 -1.417266682263355060e-01 -4.446207119175220671e-03
-7.855855855855855552e+00 -1.425801799032374306e-01 -4.941845729582762525e-03
-7.839839839839839897e+00 -1.426929593536696295e-01 -6.324803571758171560e-03
-7.823823823823824242e+00 -1.432251647969385866e-01 -6.667494493930010112e-03
-7.807807807807808587e+00 -1.434325604951849076e-01 -7.659219099910642356e-03
-7.791791791791791155e+00 -1.430513304208808900e-01 -7.528040557545660413e-03
-7.775775775775775500e+00 -1.435203350465245886e-01 -8.104699505793845973e-03
-7.759759759759759845e+00 -1.434197076433499363e-01 -8.102719214081573196e-03
-7.743743743743744190e+00 -1.443409287618633297e-01 -8.154504952813961330e-03
-7.727727727727728535e+00 -1.445242336766309199e-01 -8.562535335733626254e-03
-7.711711711711711104e+00 -1.447179295499629870e-01 -8.508065832996824715e-03
-7.695695695695695449e+00 -1.448995997610891817e-01 -9.263470704737030229e-03
-7.679679679679679793e+00 -1.451090917344361464e-01 -9.132399289796869907e-03
-7.663663663663664138e+00 -1.458579702204810813e-01 -8.614549547709043908e-03
-7.647647647647648483e+00 -1.468595667876063382e-01 -9.469324684539797560e-03
-7.631631631631631052e+00 -1.471246914289352503e-01 -9.869810100528883523e-03
-7.615615615615615397e+00 -1.475143844490823253e-01 -1.019602024867954926e-02
-7.599599599599599742e+00 -1.477393297386195015e-01 -1.041076240294497302e-02
-7.583583583583584087e+00 -1.484032501617523203e-01 -1.087963712843499631e-02
-7.567567567567568432e+00 -1.487347054618024522e-01 -1.109901321550136113e-02
-7.551551551551551000e+00 -1.489889989721715491e-01 -1.156210782924473567e-02
-7.535535535535535345e+00 -1.491662792639250334e-01 -1.117447238605905578e-02
-7.519519519519519690e+00 -1.502378152197229033e-01 -1.137730125717686253e-02
-7.503503503503504035e+00 -1.511686827049474879e-01 -1.137426627132306217e-02
-7.487487487487488380e+00 -1.518378029823153341e-01 -1.316636231910265319e-02
-7.471471471471470949e+00 -1.514931406817394133e-01 -1.347881108599757738e-02
-7.455455455455455294e+00 -1.514541614373292600e-01 -1.349439211791563474e-02
-7.439439439439439639e+00 -1.521650865204137726e-01 -1.332839839664044443e-02
-7.423423423423423984e+00 -1.533099524544320191e-01 -1.374281314954888325e-02
-7.407407407407408328e+00 -1.538650259256885700e-01 -1.461171128922830915e-02
-7.391391391391390897e+00 -1.549160443957366406e-01 -1.529238736551660413e-02
-7.375375375375375242e+00 -1.545857801485006622e-01 -1.605842063241694553e-02
-7.359359359359359587e+00 -1.552427667473422757e-01 -1.627449144667193759e-02
-7.343343343343343932e+00 -1.554055089897866671e-01 -1.658818361190379786e-02
-7.327327327327326500e+00 -1.560845755988518047e-01 -1.742322398678747969e-02
-7.311311311311310845e+00 -1.562430063671639835e-01 -1.692810175690138280e-02
-7.295295295295295190e+00 -1.564699476291021574e-01 -1.958158912513925654e-02
-7.279279279279279535e+00 -1.561213188386247341e-01 -1.983031287282976951e-02
-7.263263263263263880e+00 -1.563231139207879039e-01 -1.858170695752483365e-02
-7.247247247247246449e+00 -1.569014109002161428e-01 -1.986840174478633758e-02
-7.231231231231230794e+00 -1.558098947041756666e-01 -1.932461273386040096e-02
-7.215215215215215139e+00 -1.572144495167958622e-01 -1.865267520504605356e-02
-7.199199199199199484e+00 -1.585986859828265594e-01 -1.850989282877799763e-02
-7.183183183183183829e+00 -1.591826796324661286e-01 -1.962540329653460550e-02
-7.167167167167166397e+00 -1.600488907908395597e-01 -2.016184285377446359e-02
-7.151151151151150742e+00 -1.600996338008883746e-01 -1.990194841798923614e-02
-7.135135135135135087e+00 -1.615835088567972311e-01 -2.060200376120814580e-02
-7.119119119119119432e+00 -1.616082006728302711e-01 -2.202336974504499195e-02
-7.103103103103103777e+00 -1.628444929538377939e-01 -2.266316863242838139e-02
-7.087087087087086346e+00 -1.639833902317249792e-01 -2.375007453524496243e-02
-7.071071071071070691e+00 -1.639845943411283313e-01 -2.511742981655613535e-02
-7.055055055055055035e+00 -1.644164818384564186e-01 -2.502393149563811314e-02
-7.039039039039039380e+00 -1.629063369857825239e-01 -2.725678492892892602e-02
-7.023023023023023725e+00 -1.628633871130686084e-01 -2.569819855425115734e-02
-7.007007007007006294e+00 -1.639951213501355254e-01 -2.808538269917739902e-02
-6.990990990990990639e+00 -1.627582818614209392e-01 -2.767661322472054347e-02
-6.974974974974974984e+00 -1.642208810322229873e-01 -2.631295878639784008e-02
-6.958958958958959329e+00 -1.655292997578081682e-01 -2.687473620334994429e-02
-6.942942942942943674e+00 -1.661473181124726584e-01 -2.804631111262672130e-02
-6.926926926926926242e+00 -1.671143732473495402e-01 -2.919518419390296909e-02
-6.910910910910910587e+00 -1.677014101579088479e-01 -3.014592776448740685e-02
-6.894894894894894932e+00 -1.667734724767484245e-01 -3.181092991133803449e-02
-6.878878878878879277e+00 -1.672644225999157797e-01 -3.111491325354504706e-02
