0	0	0.125	0.25	0.375	0.5	0.625	0.75	0.875	1	1.125	1.25	1.375	1.5	1.625	1.75	1.875	2	2.1768	2.3536	2.5303	2.7071	2.8839	3.0607	3.2374	3.4142
-8.00e+00 1.828541150166669571e-02 1.533529226705795771e-02 1.093640903244919201e-02 7.241020511640030612e-03 4.669864569685096972e-03 4.337368830547414997e-03 5.558281201903092321e-03 3.898662292267617881e-03 3.775108569231006624e-03 4.704733851453442479e-03 3.253965410563592394e-03 3.279020357638411185e-03 3.506729556855049147e-03 2.262483204749047173e-03 3.016875719733418289e-03 2.456654211137723580e-03 3.507810707354314540e-03 3.428962650928477161e-03 2.760430252164040432e-03 2.636975363603068397e-03 5.558757159290811552e-03 4.691367250573039854e-03 5.963756032510533940e-03 1.232519902328696633e-02 1.828541150166669571e-02
-7.998000000000001108e+00 1.840408459032564364e-02 1.543169130201892808e-02 1.099622477823505862e-02 7.273396746684691189e-03 4.684464699112665491e-03 4.347925434568312639e-03 5.571754049196393430e-03 3.907967106753139352e-03 3.783664575336651535e-03 4.716174130535703835e-03 3.261659253090572023e-03 3.287693226595749928e-03 3.516308889502713780e-03 2.270126531566259674e-03 3.025897854290583201e-03 2.462982565860397446e-03 3.520218480273286724e-03 3.439422083844720802e-03 2.770224573738060917e-03 2.644830163679585434e-03 5.572770897895425873e-03 4.703566920942067568e-03 5.993246697356762430e-03 1.240220872758563894e-02 1.840408459032564364e-02
-7.992000000000000881e+00 1.852357215151651665e-02 1.552874874179077484e-02 1.105641527527806943e-02 7.305949353944240186e-03 4.699130073767258074e-03 4.358518885932119794e-03 5.585261858325721480e-03 3.917301776615048081e-03 3.792246533037544644e-03 4.727647423937391888e-03 3.269378649544740344e-03 3.296397525803429398e-03 3.525919420320643930e-03 2.277804671667529347e-03 3.034954642253997678e-03 2.469335221679842471e-03 3.532676727578059651e-03 3.449918048764105336e-03 2.780061643051750207e-03 2.652716851044998637e-03 5.586821309433587755e-03 4.715812084431145017e-03 6.022915264172604144e-03 1.247974622966349818e-02 1.852357215151651665e-02
-7.986000000000000654e+00 1.864387964788631960e-02 1.562646910397840275e-02 1.111698299558413691e-02 7.338679393397201829e-03 4.713861041577295172e-03 4.369149338297954877e-03 5.598804699802424970e-03 3.926666405136214170e-03 3.800854529842979598e-03 4.739153817231736565e-03 3.277123695033687997e-03 3.305133381469748180e-03 3.535561255971811020e-03 2.285517801928886508e-03 3.044046221628770796e-03 2.475712288701679455e-03 3.545185640448768414e-03 3.460450661033765384e-03 2.789941651256654283e-03 2.660635570260827445e-03 5.600908458684668301e-03 4.728102947933734632e-03 6.052762915800748329e-03 1.255781522107676969e-02 1.864387964788631960e-02
-7.980000000000000426e+00 1.876501257392835728e-02 1.572485693462468553e-02 1.117793042732125909e-02 7.371587931746190377e-03 4.728657952592635674e-03 4.379816946071387815e-03 5.612382644132097448e-03 3.936061095963940167e-03 3.809488653587231408e-03 4.750693396093242683e-03 3.284894485043268145e-03 3.313900920322824292e-03 3.545234503480611341e-03 2.293266100158865544e-03 3.053172730895262546e-03 2.482113877579939908e-03 3.557745410466769259e-03 3.471020036170231748e-03 2.799864790252403444e-03 2.668586466572637865e-03 5.615032410286201550e-03 4.740439719452384758e-03 6.082790843377973607e-03 1.263641941793545477e-02 1.876501257392835728e-02
-7.974000000000000199e+00 1.888697645608435755e-02 1.582391680833801148e-02 1.123926007491359534e-02 7.404676042460679730e-03 4.743521158998941292e-03 4.390521864408591241e-03 5.625995761813743987e-03 3.945485953111116384e-03 3.818148992430860089e-03 4.762266246296689882e-03 3.292691115439041940e-03 3.322700269612435722e-03 3.554939270233912520e-03 2.301049745103020839e-03 3.062334309009310217e-03 2.488540099519652524e-03 3.570356229610707841e-03 3.481626289857276887e-03 2.809831252687869808e-03 2.676569685913092987e-03 5.629193228731703066e-03 4.752822608105517627e-03 6.113000246393427740e-03 1.271556256103664392e-02 1.888697645608435755e-02
-7.967999999999999972e+00 1.900977685284633775e-02 1.592365332842127917e-02 1.130097445913776956e-02 7.437944805820672495e-03 4.758451015131976748e-03 4.401264249220539389e-03 5.639644123338881723e-03 3.954941080957613889e-03 3.826835634862127498e-03 4.773872453716297357e-03 3.300513682467853642e-03 3.331531557112057430e-03 3.564675663982289511e-03 2.308868916448593607e-03 3.071531095402944833e-03 2.494991066279811289e-03 3.583018290253079698e-03 3.492269537944169781e-03 2.819841231962299643e-03 2.684585374905005227e-03 5.643390978368459897e-03 4.765251824134297126e-03 6.143392332748188502e-03 1.279524841599930136e-02 1.900977685284633775e-02
-7.961999999999999744e+00 1.913341935485578238e-02 1.602407112699805875e-02 1.136307611721751321e-02 7.471395308959994340e-03 4.773447877492294211e-03 4.412044257177226945e-03 5.653327799190558875e-03 3.964426584251357424e-03 3.835548669698391182e-03 4.785512104324637049e-03 3.308362282759340703e-03 3.340394911120650717e-03 3.574443792840986504e-03 2.316723794828964931e-03 3.080763229984365571e-03 2.501466890175949812e-03 3.595731785156048698e-03 3.502949896443180097e-03 2.829894922226353776e-03 2.692633680864406787e-03 5.657625723395325740e-03 4.777727578909460142e-03 6.173968318814239929e-03 1.287548077339724026e-02 1.913341935485578238e-02
-7.955999999999999517e+00 1.925790958500268185e-02 1.612517486514022241e-02 1.142556760292009164e-02 7.505028645910001225e-03 4.788512104759632369e-03 4.422862045711874884e-03 5.667046859842512531e-03 3.973942568109716661e-03 3.844288186087377237e-03 4.797185284191735934e-03 3.316237013327386594e-03 3.349290460464650777e-03 3.584243765291050560e-03 2.324614561828336045e-03 3.090030853138612393e-03 2.507967684082962421e-03 3.608496907467553892e-03 3.513667481527765410e-03 2.839992518383209572e-03 2.700714751803560271e-03 5.671897527860457998e-03 4.790250084938368208e-03 6.204729429494528457e-03 1.295626344889415360e-02 1.925790958500268185e-02
-7.949999999999999289e+00 1.938325319852289563e-02 1.622696923299414215e-02 1.148845148665230548e-02 7.538845917643807910e-03 4.803644057807783876e-03 4.433717773025133702e-03 5.680801375758113073e-03 3.983489138020645907e-03 3.853054273508689509e-03 4.808892079483966658e-03 3.324137971571738005e-03 3.358218334499883575e-03 3.594075690180506457e-03 2.332541399986349639e-03 3.099334105727680980e-03 2.514493561437879717e-03 3.621313850717394669e-03 3.524422409530166434e-03 2.850134216089573146e-03 2.708828736434139295e-03 5.686206455659033147e-03 4.802819555871883084e-03 6.235676898283125727e-03 1.303760028337741170e-02 1.938325319852289563e-02
