#      Kx        Ky              F
   -1.0000   -1.0000        0.0000000000
   -1.0000   -0.8750       -0.0010484775
   -1.0000   -0.7500       -0.0018471925
   -1.0000   -0.6250       -0.0088482549
   -1.0000   -0.5000       -0.0273078522
   -1.0000   -0.3750       -0.0718976837
   -1.0000   -0.2500       -0.1401325408
   -1.0000   -0.1250       -0.1583905406
   -1.0000    0.0000       -0.1395040452
   -1.0000    0.1250       -0.1583905406
   -1.0000    0.2500       -0.1401325408
   -1.0000    0.3750       -0.0718976837
   -1.0000    0.5000       -0.0273078522
   -1.0000    0.6250       -0.0088482549
   -1.0000    0.7500       -0.0018471925
   -1.0000    0.8750       -0.0010484775
   -1.0000    1.0000        0.0000000000

   -0.8750   -1.0000        0.0010484775
   -0.8750   -0.8750        0.0000000000
   -0.8750   -0.7500       -0.0016023850
   -0.8750   -0.6250       -0.0082964674
   -0.8750   -0.5000       -0.0307166050
   -0.8750   -0.3750       -0.0887870891
   -0.8750   -0.2500       -0.1827265248
   -0.8750   -0.1250       -0.1765592359
   -0.8750    0.0000       -0.1594540030
   -0.8750    0.1250       -0.1765592359
   -0.8750    0.2500       -0.1827265248
   -0.8750    0.3750       -0.0887870891
   -0.8750    0.5000       -0.0307166050
   -0.8750    0.6250       -0.0082964674
   -0.8750    0.7500       -0.0016023850
   -0.8750    0.8750        0.0000000000
   -0.8750    1.0000        0.0010484775

   -0.7500   -1.0000        0.0018471925
   -0.7500   -0.8750        0.0016023850
   -0.7500   -0.7500        0.0000000000
   -0.7500   -0.6250       -0.0076155961
   -0.7500   -0.5000       -0.0553389988
   -0.7500   -0.3750       -0.1873427890
   -0.7500   -0.2500       -0.3412774764
   -0.7500   -0.1250       -0.2090025498
   -0.7500    0.0000       -0.1364746373
   -0.7500    0.1250       -0.2090025498
   -0.7500    0.2500       -0.3412774764
   -0.7500    0.3750       -0.1873427890
   -0.7500    0.5000       -0.0553389988
   -0.7500    0.6250       -0.0076155961
   -0.7500    0.7500        0.0000000000
   -0.7500    0.8750        0.0016023850
   -0.7500    1.0000        0.0018471925

   -0.6250   -1.0000        0.0088482549
   -0.6250   -0.8750        0.0082964674
   -0.6250   -0.7500        0.0076155961
   -0.6250   -0.6250        0.0000000000
   -0.6250   -0.5000       -0.0938361320
   -0.6250   -0.3750       -0.3861463955
   -0.6250   -0.2500       -0.4998393441
   -0.6250   -0.1250       -0.1134294821
   -0.6250    0.0000       -0.1113327853
   -0.6250    0.1250       -0.1134294821
   -0.6250    0.2500       -0.4998393441
   -0.6250    0.3750       -0.3861463955
   -0.6250    0.5000       -0.0938361320
   -0.6250    0.6250        0.0000000000
   -0.6250    0.7500        0.0076155961
   -0.6250    0.8750        0.0082964674
   -0.6250    1.0000        0.0088482549

   -0.5000   -1.0000        0.0273078522
   -0.5000   -0.8750        0.0307166050
   -0.5000   -0.7500        0.0553389988
   -0.5000   -0.6250        0.0938361320
   -0.5000   -0.5000        0.0000000000
   -0.5000   -0.3750       -0.0293990000
   -0.5000   -0.2500       -0.1078329692
   -0.5000   -0.1250       -0.0559083591
   -0.5000    0.0000       -0.0262238622
   -0.5000    0.1250       -0.0559083591
   -0.5000    0.2500       -0.1078329692
   -0.5000    0.3750       -0.0293990000
   -0.5000    0.5000        0.0000000000
   -0.5000    0.6250        0.0938361320
   -0.5000    0.7500        0.0553389988
   -0.5000    0.8750        0.0307166050
   -0.5000    1.0000        0.0273078522

   -0.3750   -1.0000        0.0718976837
   -0.3750   -0.8750        0.0887870891
   -0.3750   -0.7500        0.1873427890
   -0.3750   -0.6250        0.3861463955
   -0.3750   -0.5000        0.0293990000
   -0.3750   -0.3750        0.0000000000
   -0.3750   -0.2500       -0.0223855377
   -0.3750   -0.1250       -0.0249344158
   -0.3750    0.0000       -0.0062811399
   -0.3750    0.1250       -0.0249344158
   -0.3750    0.2500       -0.0223855377
   -0.3750    0.3750        0.0000000000
   -0.3750    0.5000        0.0293990000
   -0.3750    0.6250        0.3861463955
   -0.3750    0.7500        0.1873427890
   -0.3750    0.8750        0.0887870891
   -0.3750    1.0000        0.0718976837

   -0.2500   -1.0000        0.1401325408
   -0.2500   -0.8750        0.1827265248
   -0.2500   -0.7500        0.3412774764
   -0.2500   -0.6250        0.4998393441
   -0.2500   -0.5000        0.1078329692
   -0.2500   -0.3750        0.0223855377
   -0.2500   -0.2500        0.0000000000
   -0.2500   -0.1250       -0.0085780199
   -0.2500    0.0000       -0.0036592551
   -0.2500    0.1250       -0.0085780199
   -0.2500    0.2500        0.0000000000
   -0.2500    0.3750        0.0223855377
   -0.2500    0.5000        0.1078329692
   -0.2500    0.6250        0.4998393441
   -0.2500    0.7500        0.3412774764
   -0.2500    0.8750        0.1827265248
   -0.2500    1.0000        0.1401325408

   -0.1250   -1.0000        0.1583905406
   -0.1250   -0.8750        0.1765592359
   -0.1250   -0.7500        0.2090025498
   -0.1250   -0.6250        0.1134294821
   -0.1250   -0.5000        0.0559083591
   -0.1250   -0.3750        0.0249344158
   -0.1250   -0.2500        0.0085780199
   -0.1250   -0.1250        0.0000000000
   -0.1250    0.0000       -0.0092529652
   -0.1250    0.1250        0.0000000000
   -0.1250    0.2500        0.0085780199
   -0.1250    0.3750        0.0249344158
   -0.1250    0.5000        0.0559083591
   -0.1250    0.6250        0.1134294821
   -0.1250    0.7500        0.2090025498
   -0.1250    0.8750        0.1765592359
   -0.1250    1.0000        0.1583905406

    0.0000   -1.0000        0.1395040452
    0.0000   -0.8750        0.1594540030
    0.0000   -0.7500        0.1364746373
    0.0000   -0.6250        0.1113327853
    0.0000   -0.5000        0.0262238622
    0.0000   -0.3750        0.0062811399
    0.0000   -0.2500        0.0036592551
    0.0000   -0.1250        0.0092529652
    0.0000    0.0000        0.0000000000
    0.0000    0.1250        0.0092529652
    0.0000    0.2500        0.0036592551
    0.0000    0.3750        0.0062811399
    0.0000    0.5000        0.0262238622
    0.0000    0.6250        0.1113327853
    0.0000    0.7500        0.1364746373
    0.0000    0.8750        0.1594540030
    0.0000    1.0000        0.1395040452

    0.1250   -1.0000        0.1583905406
    0.1250   -0.8750        0.1765592359
    0.1250   -0.7500        0.2090025498
    0.1250   -0.6250        0.1134294821
    0.1250   -0.5000        0.0559083591
    0.1250   -0.3750        0.0249344158
    0.1250   -0.2500        0.0085780199
    0.1250   -0.1250        0.0000000000
    0.1250    0.0000       -0.0092529652
    0.1250    0.1250        0.0000000000
    0.1250    0.2500        0.0085780199
    0.1250    0.3750        0.0249344158
    0.1250    0.5000        0.0559083591
    0.1250    0.6250        0.1134294821
    0.1250    0.7500        0.2090025498
    0.1250    0.8750        0.1765592359
    0.1250    1.0000        0.1583905406

    0.2500   -1.0000        0.1401325408
    0.2500   -0.8750        0.1827265248
    0.2500   -0.7500        0.3412774764
    0.2500   -0.6250        0.4998393441
    0.2500   -0.5000        0.1078329692
    0.2500   -0.3750        0.0223855377
    0.2500   -0.2500        0.0000000000
    0.2500   -0.1250       -0.0085780199
    0.2500    0.0000       -0.0036592551
    0.2500    0.1250       -0.0085780199
    0.2500    0.2500        0.0000000000
    0.2500    0.3750        0.0223855377
    0.2500    0.5000        0.1078329692
    0.2500    0.6250        0.4998393441
    0.2500    0.7500        0.3412774764
    0.2500    0.8750        0.1827265248
    0.2500    1.0000        0.1401325408

    0.3750   -1.0000        0.0718976837
    0.3750   -0.8750        0.0887870891
    0.3750   -0.7500        0.1873427890
    0.3750   -0.6250        0.3861463955
    0.3750   -0.5000        0.0293990000
    0.3750   -0.3750        0.0000000000
    0.3750   -0.2500       -0.0223855377
    0.3750   -0.1250       -0.0249344158
    0.3750    0.0000       -0.0062811399
    0.3750    0.1250       -0.0249344158
    0.3750    0.2500       -0.0223855377
    0.3750    0.3750        0.0000000000
    0.3750    0.5000        0.0293990000
    0.3750    0.6250        0.3861463955
    0.3750    0.7500        0.1873427890
    0.3750    0.8750        0.0887870891
    0.3750    1.0000        0.0718976837

    0.5000   -1.0000        0.0273078522
    0.5000   -0.8750        0.0307166050
    0.5000   -0.7500        0.0553389988
    0.5000   -0.6250        0.0938361320
    0.5000   -0.5000        0.0000000000
    0.5000   -0.3750       -0.0293990000
    0.5000   -0.2500       -0.1078329692
    0.5000   -0.1250       -0.0559083591
    0.5000    0.0000       -0.0262238622
    0.5000    0.1250       -0.0559083591
    0.5000    0.2500       -0.1078329692
    0.5000    0.3750       -0.0293990000
    0.5000    0.5000        0.0000000000
    0.5000    0.6250        0.0938361320
    0.5000    0.7500        0.0553389988
    0.5000    0.8750        0.0307166050
    0.5000    1.0000        0.0273078522

    0.6250   -1.0000        0.0088482549
    0.6250   -0.8750        0.0082964674
    0.6250   -0.7500        0.0076155961
    0.6250   -0.6250        0.0000000000
    0.6250   -0.5000       -0.0938361320
    0.6250   -0.3750       -0.3861463955
    0.6250   -0.2500       -0.4998393441
    0.6250   -0.1250       -0.1134294821
    0.6250    0.0000       -0.1113327853
    0.6250    0.1250       -0.1134294821
    0.6250    0.2500       -0.4998393441
    0.6250    0.3750       -0.3861463955
    0.6250    0.5000       -0.0938361320
    0.6250    0.6250        0.0000000000
    0.6250    0.7500        0.0076155961
    0.6250    0.8750        0.0082964674
    0.6250    1.0000        0.0088482549

    0.7500   -1.0000        0.0018471925
    0.7500   -0.8750        0.0016023850
    0.7500   -0.7500        0.0000000000
    0.7500   -0.6250       -0.0076155961
    0.7500   -0.5000       -0.0553389988
    0.7500   -0.3750       -0.1873427890
    0.7500   -0.2500       -0.3412774764
    0.7500   -0.1250       -0.2090025498
    0.7500    0.0000       -0.1364746373
    0.7500    0.1250       -0.2090025498
    0.7500    0.2500       -0.3412774764
    0.7500    0.3750       -0.1873427890
    0.7500    0.5000       -0.0553389988
    0.7500    0.6250       -0.0076155961
    0.7500    0.7500        0.0000000000
    0.7500    0.8750        0.0016023850
    0.7500    1.0000        0.0018471925

    0.8750   -1.0000        0.0010484775
    0.8750   -0.8750        0.0000000000
    0.8750   -0.7500       -0.0016023850
    0.8750   -0.6250       -0.0082964674
    0.8750   -0.5000       -0.0307166050
    0.8750   -0.3750       -0.0887870891
    0.8750   -0.2500       -0.1827265248
    0.8750   -0.1250       -0.1765592359
    0.8750    0.0000       -0.1594540030
    0.8750    0.1250       -0.1765592359
    0.8750    0.2500       -0.1827265248
    0.8750    0.3750       -0.0887870891
    0.8750    0.5000       -0.0307166050
    0.8750    0.6250       -0.0082964674
    0.8750    0.7500       -0.0016023850
    0.8750    0.8750        0.0000000000
    0.8750    1.0000        0.0010484775

    1.0000   -1.0000        0.0000000000
    1.0000   -0.8750       -0.0010484775
    1.0000   -0.7500       -0.0018471925
    1.0000   -0.6250       -0.0088482549
    1.0000   -0.5000       -0.0273078522
    1.0000   -0.3750       -0.0718976837
    1.0000   -0.2500       -0.1401325408
    1.0000   -0.1250       -0.1583905406
    1.0000    0.0000       -0.1395040452
    1.0000    0.1250       -0.1583905406
    1.0000    0.2500       -0.1401325408
    1.0000    0.3750       -0.0718976837
    1.0000    0.5000       -0.0273078522
    1.0000    0.6250       -0.0088482549
    1.0000    0.7500       -0.0018471925
    1.0000    0.8750       -0.0010484775
    1.0000    1.0000        0.0000000000

